16:33.38 1998-11-13 67 AUTORUN.INF
19:10.00 1999-01-08 1580 DIRECTX/DIRECTX/D3D.INF
19:10.00 1999-01-08 610064 DIRECTX/DIRECTX/D3DIM.DLL
19:10.00 1999-01-08 87312 DIRECTX/DIRECTX/D3DPMESH.DLL
19:10.00 1999-01-08 590096 DIRECTX/DIRECTX/D3DRAMP.DLL
19:10.00 1999-01-08 437008 DIRECTX/DIRECTX/D3DRM.DLL
19:00.06 1998-07-29 693 DIRECTX/DIRECTX/D3DRM.INF
19:10.00 1999-01-08 107792 DIRECTX/DIRECTX/D3DXOF.DLL
19:10.00 1999-01-08 38672 DIRECTX/DIRECTX/DDHELP.EXE
19:10.00 1999-01-08 310544 DIRECTX/DIRECTX/DDRAW.DLL
19:00.06 1998-07-29 4466 DIRECTX/DIRECTX/DDRAW.INF
19:10.00 1999-01-08 30389 DIRECTX/DIRECTX/DDRAW.VXD
19:10.00 1999-01-08 28000 DIRECTX/DIRECTX/DDRAW16.DLL
19:10.00 1999-01-08 24848 DIRECTX/DIRECTX/DDRAWEX.DLL
18:00.00 1997-07-14 16339 DIRECTX/DIRECTX/DIJOY.HLP
19:00.06 1998-07-29 13330 DIRECTX/DIRECTX/DIJOYBRZ.HLP
19:00.06 1998-07-29 12778 DIRECTX/DIRECTX/DIJOYCHS.HLP
19:00.06 1998-07-29 19401 DIRECTX/DIRECTX/DIJOYCHT.HLP
19:00.06 1998-07-29 13511 DIRECTX/DIRECTX/DIJOYCZE.HLP
19:00.06 1998-07-29 13271 DIRECTX/DIRECTX/DIJOYDUT.HLP
19:00.06 1998-07-29 13589 DIRECTX/DIRECTX/DIJOYFRN.HLP
19:00.06 1998-07-29 13678 DIRECTX/DIRECTX/DIJOYGER.HLP
19:00.06 1998-07-29 13493 DIRECTX/DIRECTX/DIJOYITN.HLP
19:00.06 1998-07-29 13424 DIRECTX/DIRECTX/DIJOYJPN.HLP
19:00.06 1998-07-29 13647 DIRECTX/DIRECTX/DIJOYKOR.HLP
19:00.06 1998-07-29 13424 DIRECTX/DIRECTX/DIJOYNEC.HLP
19:00.06 1998-07-29 13778 DIRECTX/DIRECTX/DIJOYPOL.HLP
19:00.06 1998-07-29 13812 DIRECTX/DIRECTX/DIJOYRUS.HLP
19:00.06 1998-07-29 13618 DIRECTX/DIRECTX/DIJOYSPA.HLP
19:00.06 1998-07-29 13343 DIRECTX/DIRECTX/DIJOYSWE.HLP
18:00.00 1997-07-14 175616 DIRECTX/DIRECTX/DINPUT.DLL
19:00.06 1998-07-29 13301 DIRECTX/DIRECTX/DINPUT.INF
18:00.00 1997-07-14 16986 DIRECTX/DIRECTX/DINPUT.VXD
03:57.22 1999-01-08 5301 DIRECTX/DIRECTX/DIRECTX.INF
19:10.00 1999-01-08 27920 DIRECTX/DIRECTX/DMBAND.DLL
19:10.00 1999-01-08 48912 DIRECTX/DIRECTX/DMCOMPOS.DLL
19:10.00 1999-01-08 79120 DIRECTX/DIRECTX/DMIME.DLL
19:10.00 1999-01-08 22800 DIRECTX/DIRECTX/DMLOADER.DLL
19:10.00 1999-01-08 82192 DIRECTX/DIRECTX/DMSTYLE.DLL
19:10.00 1999-01-08 51472 DIRECTX/DIRECTX/DMSYNTH.DLL
19:10.00 1999-01-08 46352 DIRECTX/DIRECTX/DMUSIC.DLL
19:10.00 1999-01-08 11328 DIRECTX/DIRECTX/DMUSIC16.DLL
19:10.00 1999-01-08 16144 DIRECTX/DIRECTX/DMUSIC32.DLL
18:00.00 1997-07-14 39936 DIRECTX/DIRECTX/DPLAY.DLL
19:10.00 1999-01-08 14338 DIRECTX/DIRECTX/DPLAY.INF
18:00.00 1997-07-14 1549 DIRECTX/DIRECTX/DPLAYDX2.INF
19:10.00 1999-01-08 29968 DIRECTX/DIRECTX/DPLAYSVR.EXE
19:10.00 1999-01-08 215824 DIRECTX/DIRECTX/DPLAYX.DLL
19:10.00 1999-01-08 77072 DIRECTX/DIRECTX/DPMODEMX.DLL
18:00.00 1997-07-14 41472 DIRECTX/DIRECTX/DPSERIAL.DLL
18:00.00 1997-07-14 24064 DIRECTX/DIRECTX/DPWSOCK.DLL
19:10.00 1999-01-08 65808 DIRECTX/DIRECTX/DPWSOCKX.DLL
08:00.38 1998-04-08 38690 DIRECTX/DIRECTX/DRIVERS/ENG/5631_DIG.INI
08:00.38 1998-04-08 38120 DIRECTX/DIRECTX/DRIVERS/ENG/5631_HWC.INI
08:00.38 1998-04-08 103445 DIRECTX/DIRECTX/DRIVERS/ENG/5631_SWC.INI
08:00.38 1998-04-08 33422 DIRECTX/DIRECTX/DRIVERS/ENG/8811_DIG.INI
08:00.38 1998-04-08 34675 DIRECTX/DIRECTX/DRIVERS/ENG/8811_HWC.INI
08:00.40 1998-04-08 36613 DIRECTX/DIRECTX/DRIVERS/ENG/8811_SWC.INI
08:00.40 1998-04-08 47471 DIRECTX/DIRECTX/DRIVERS/ENG/8814_DIG.INI
08:00.40 1998-04-08 37651 DIRECTX/DIRECTX/DRIVERS/ENG/8814_HWC.INI
08:00.40 1998-04-08 37651 DIRECTX/DIRECTX/DRIVERS/ENG/8814_SWC.INI
08:00.40 1998-04-08 27427 DIRECTX/DIRECTX/DRIVERS/ENG/ATI.VXD
08:00.42 1998-04-08 10752 DIRECTX/DIRECTX/DRIVERS/ENG/ATIM32.DLL
08:00.42 1998-04-08 99184 DIRECTX/DIRECTX/DRIVERS/ENG/ATIM32.DRV
08:00.42 1998-04-08 18432 DIRECTX/DIRECTX/DRIVERS/ENG/ATIM64.DLL
08:00.44 1998-04-08 84992 DIRECTX/DIRECTX/DRIVERS/ENG/ATIM64.DRV
08:00.44 1998-04-08 129584 DIRECTX/DIRECTX/DRIVERS/ENG/ATIM8.DRV
08:00.40 1998-04-08 169472 DIRECTX/DIRECTX/DRIVERS/ENG/ATI_D3D.DLL
08:00.40 1998-04-08 10960 DIRECTX/DIRECTX/DRIVERS/ENG/ATI_DD16.DLL
08:00.40 1998-04-08 335360 DIRECTX/DIRECTX/DRIVERS/ENG/ATI_DD32.DLL
08:00.42 1998-04-08 85440 DIRECTX/DIRECTX/DRIVERS/ENG/ATI_HAL.DLL
08:00.42 1998-04-08 325696 DIRECTX/DIRECTX/DRIVERS/ENG/ATI_M64.DRV
08:00.42 1998-04-08 29827 DIRECTX/DIRECTX/DRIVERS/ENG/ATI_M64.VXD
08:00.42 1998-04-08 18944 DIRECTX/DIRECTX/DRIVERS/ENG/ATI_VPE.DLL
08:00.44 1998-04-08 26770 DIRECTX/DIRECTX/DRIVERS/ENG/AZT16.VXD
08:00.44 1998-04-08 42080 DIRECTX/DIRECTX/DRIVERS/ENG/AZT16C.DRV
08:00.44 1998-04-08 43664 DIRECTX/DIRECTX/DRIVERS/ENG/AZT16W.DRV
