12:43.16 1997-07-30 65 autorun.inf
11:37.08 1996-01-03 2167636 heroes/anim/intro02c.smk
11:36.54 1996-01-03 2648124 heroes/anim/intro02u.smk
15:46.54 1995-10-10 297392 heroes/anim/lose1.smk
15:50.26 1995-10-10 1350112 heroes/anim/nwclogo.smk
15:50.42 1995-10-10 125040 heroes/anim/nwclogo1.smk
11:37.28 1996-01-03 1802784 heroes/anim/win01c.smk
11:37.18 1996-01-03 2320464 heroes/anim/win01u.smk
11:37.34 1996-01-03 419196 heroes/anim/win02.smk
11:31.40 1995-05-03 1529628 heroes/danim/earth.smk
11:45.30 1995-08-21 2266828 heroes/danim/intro02c.smk
11:45.18 1995-08-21 2787964 heroes/danim/intro02u.smk
11:45.34 1995-08-21 297388 heroes/danim/lose1.smk
21:00.08 1995-08-30 1361752 heroes/danim/nwclogo.smk
09:07.36 1995-08-27 125012 heroes/danim/nwclogo1.smk
11:45.54 1995-08-21 1890092 heroes/danim/win01c.smk
11:45.44 1995-08-21 2451476 heroes/danim/win01u.smk
11:46.00 1995-08-21 474220 heroes/danim/win02.smk
12:38.12 1995-08-28 870 heroes/data/campaign.hs
09:46.36 1996-01-24 21672448 heroes/data/heroes.agg
13:59.42 1995-05-19 3469 heroes/data/netlodr.dat
18:23.30 1995-08-02 62111 heroes/data/origdata.bin
16:51.36 1995-08-31 77663 heroes/data/remote.gam
12:38.12 1995-08-28 870 heroes/data/standard.hs
06:00.00 1995-06-18 11278 heroes/ddata/adrv688.dig
12:38.12 1995-08-28 870 heroes/ddata/campaign.hs
13:10.24 1995-08-28 19945814 heroes/ddata/heroes.agg
06:00.00 1995-06-18 3219 heroes/ddata/jammer.dig
13:59.42 1995-05-19 3469 heroes/ddata/netlodr.dat
18:23.30 1995-08-02 62111 heroes/ddata/origdata.bin
06:00.00 1995-06-18 2127 heroes/ddata/proaudio.dig
06:00.00 1995-06-18 2849 heroes/ddata/rap10.dig
06:00.00 1995-06-18 2836 heroes/ddata/sb16.dig
06:00.00 1995-06-18 2914 heroes/ddata/sblaster.dig
06:00.00 1995-06-18 2763 heroes/ddata/sbpro.dig
06:00.00 1995-06-18 4171 heroes/ddata/sndscape.dig
06:00.00 1995-06-18 3328 heroes/ddata/sndsys.dig
12:38.12 1995-08-28 870 heroes/ddata/standard.hs
06:00.00 1995-06-18 9478 heroes/ddata/ultra.dig
13:20.36 1994-10-18 2301 heroes/ddata/umid.dig
12:38.14 1997-07-30 314368 heroes/editorw.exe
09:50.46 1995-08-29 77663 heroes/games/tutorial.gm1
13:10.40 1996-01-25 1581 heroes/help/heroes.cnt
16:30.54 1996-01-26 70531 heroes/help/heroes.hlp
11:53.24 1996-01-26 967 heroes/help/kb.cnt
09:54.56 1996-01-29 51502 heroes/help/kb.hlp
15:35.34 1997-08-01 1218569 heroes/heroes.exe
13:36.28 1997-08-29 726016 heroes/heroesw.exe
11:10.40 1997-09-03 496647 heroes/install.exe
15:58.32 1995-12-20 281550 heroes/kb/256.cc
